participant_id,account_status,horizon,baseline_stage,baseline_stage_label,baseline_exercise,baseline_date,followup_stage,followup_stage_label,followup_exercise,followup_date,stages_gained,confirmed_goblet_to_nexus,progression_classification
WSP-89E2851F63,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-10-18,2,Nexus Point Squat,Nexus Point Squat,2025-07-28,0,False,Same highest stage observed
WSP-89E2851F63,active,24 months (600-900d),2,Nexus Point Squat,Nexus Point Squat,2024-10-18,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-5BD4C15BD0,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-10-25,2,Nexus Point Squat,Barbell Front Squat,2025-02-17,0,False,Same highest stage observed
WSP-5BD4C15BD0,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-10-25,2,Nexus Point Squat,Nexus Point Squat,2025-08-04,0,False,Same highest stage observed
WSP-5BD4C15BD0,active,24 months (600-900d),2,Nexus Point Squat,Nexus Point Squat,2024-10-25,2,Nexus Point Squat,Nexus Point Squat,2026-07-06,0,False,Same highest stage observed
WSP-8AAB49EA74,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-09-24,2,Nexus Point Squat,Barbell Front Squat,2025-08-11,0,False,Same highest stage observed
WSP-E9A071CF26,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-09-23,2,Nexus Point Squat,Nexus Point Squat,2025-04-03,0,False,Same highest stage observed
WSP-E9A071CF26,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-09-23,2,Nexus Point Squat,Barbell Front Squat,2025-07-31,0,False,Same highest stage observed
WSP-B7E03B3291,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-10-14,2,Nexus Point Squat,Barbell Front Squat,2025-02-22,0,False,Same highest stage observed
WSP-B7E03B3291,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-10-14,2,Nexus Point Squat,Nexus Point Squat,2025-08-11,0,False,Same highest stage observed
WSP-A0F48C6240,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-10-15,2,Nexus Point Squat,Barbell Front Squat,2025-02-17,0,False,Same highest stage observed
WSP-A0F48C6240,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-10-15,2,Nexus Point Squat,Nexus Point Squat,2025-08-11,0,False,Same highest stage observed
WSP-AB0A6E5C81,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-11-01,2,Nexus Point Squat,Barbell Front Squat,2025-03-03,0,False,Same highest stage observed
WSP-AB0A6E5C81,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-11-01,2,Nexus Point Squat,Nexus Point Squat,2025-09-01,0,False,Same highest stage observed
WSP-AB0A6E5C81,active,24 months (600-900d),2,Nexus Point Squat,Nexus Point Squat,2024-11-01,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-7535D2F1E6,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-10-30,2,Nexus Point Squat,Barbell Front Squat,2025-09-15,0,False,Same highest stage observed
WSP-7535D2F1E6,active,24 months (600-900d),2,Nexus Point Squat,Nexus Point Squat,2024-10-30,2,Nexus Point Squat,Nexus Point Squat,2026-07-20,0,False,Same highest stage observed
WSP-441FFAFE2A,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-11-04,2,Nexus Point Squat,Barbell Front Squat,2025-05-26,0,False,Same highest stage observed
WSP-441FFAFE2A,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-11-04,2,Nexus Point Squat,Barbell Front Squat,2025-09-29,0,False,Same highest stage observed
WSP-CE19BE311D,deactivated,12 months (300-450d),2,Nexus Point Squat,Barbell Front Squat,2024-11-15,2,Nexus Point Squat,Barbell Front Squat,2025-09-19,0,False,Same highest stage observed
WSP-A33C609992,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-11-14,2,Nexus Point Squat,Barbell Front Squat,2025-03-24,0,False,Same highest stage observed
WSP-A33C609992,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-11-14,2,Nexus Point Squat,Nexus Point Squat,2025-09-15,0,False,Same highest stage observed
WSP-206FFD8871,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-11-28,2,Nexus Point Squat,Barbell Front Squat,2025-04-21,0,False,Same highest stage observed
WSP-92A400FCFF,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-11-29,2,Nexus Point Squat,Barbell Front Squat,2025-03-31,0,False,Same highest stage observed
WSP-92A400FCFF,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-11-29,2,Nexus Point Squat,Barbell Front Squat,2025-09-29,0,False,Same highest stage observed
WSP-09CE244225,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-12-02,2,Nexus Point Squat,Nexus Point Squat,2025-04-03,0,False,Same highest stage observed
WSP-0AEF177A82,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2024-12-09,2,Nexus Point Squat,Barbell Front Squat,2025-04-14,0,False,Same highest stage observed
WSP-0AEF177A82,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2024-12-09,2,Nexus Point Squat,Barbell Front Squat,2025-10-06,0,False,Same highest stage observed
WSP-CF621D1635,deactivated,6 months (120-240d),1,Goblet Squat,Goblet Box Squat,2025-01-11,2,Nexus Point Squat,Nexus Point Squat,2025-05-14,1,True,Advanced: confirmed Goblet to Nexus
WSP-81921630E8,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-08,2,Nexus Point Squat,Barbell Front Squat,2025-05-12,0,False,Same highest stage observed
WSP-81921630E8,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-01-08,2,Nexus Point Squat,Barbell Front Squat,2025-11-10,0,False,Same highest stage observed
WSP-1E12FF782F,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-13,2,Nexus Point Squat,Barbell Front Squat,2025-05-19,0,False,Same highest stage observed
WSP-7AA21CB1F4,active,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2025-01-20,2,Nexus Point Squat,Barbell Front Squat,2025-06-02,0,False,Same highest stage observed
WSP-7AA21CB1F4,active,12 months (300-450d),2,Nexus Point Squat,Barbell Front Squat,2025-01-20,2,Nexus Point Squat,Barbell Front Squat,2025-11-17,0,False,Same highest stage observed
WSP-A440F0FC5B,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-07,2,Nexus Point Squat,Nexus Point Squat,2025-08-11,0,False,Same highest stage observed
WSP-A440F0FC5B,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-01-07,2,Nexus Point Squat,Barbell Front Squat,2025-11-10,0,False,Same highest stage observed
WSP-A8A29BD2C6,deactivated,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2025-03-25,2,Nexus Point Squat,Barbell Front Squat,2025-06-17,0,False,Same highest stage observed
WSP-A8A29BD2C6,deactivated,12 months (300-450d),2,Nexus Point Squat,Barbell Front Squat,2025-03-25,2,Nexus Point Squat,Barbell Front Squat,2025-12-22,0,False,Same highest stage observed
WSP-B303D39D2E,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-07,2,Nexus Point Squat,Barbell Front Squat,2025-05-12,0,False,Same highest stage observed
WSP-B303D39D2E,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-01-07,2,Nexus Point Squat,Barbell Front Squat,2025-11-03,0,False,Same highest stage observed
WSP-4614A2179D,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-10,2,Nexus Point Squat,Barbell Front Squat,2025-05-12,0,False,Same highest stage observed
WSP-4614A2179D,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-01-10,2,Nexus Point Squat,Barbell Front Squat,2025-11-10,0,False,Same highest stage observed
WSP-9D2E5E5705,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-20,2,Nexus Point Squat,Barbell Front Squat,2025-06-23,0,False,Same highest stage observed
WSP-3DA678F096,deactivated,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2025-02-17,2,Nexus Point Squat,Barbell Front Squat,2025-06-09,0,False,Same highest stage observed
WSP-3DA678F096,deactivated,12 months (300-450d),2,Nexus Point Squat,Barbell Front Squat,2025-02-17,2,Nexus Point Squat,Barbell Front Squat,2025-11-24,0,False,Same highest stage observed
WSP-B5C401EEAE,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-22,2,Nexus Point Squat,Barbell Front Squat,2025-07-15,0,False,Same highest stage observed
WSP-028E39AF33,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-01-28,2,Nexus Point Squat,Nexus Point Squat,2025-06-30,0,False,Same highest stage observed
WSP-028E39AF33,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-01-28,2,Nexus Point Squat,Barbell Front Squat,2025-12-01,0,False,Same highest stage observed
WSP-307A72735D,deactivated,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2025-02-10,2,Nexus Point Squat,Nexus Point Squat,2025-06-30,0,False,Same highest stage observed
WSP-307A72735D,deactivated,12 months (300-450d),2,Nexus Point Squat,Barbell Front Squat,2025-02-10,1,Goblet Squat,Dumbbell Goblet Squat,2026-01-16,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-AF093243DC,deactivated,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2025-03-25,2,Nexus Point Squat,Barbell Front Squat,2025-06-24,0,False,Same highest stage observed
WSP-0516E1CE19,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-02-22,2,Nexus Point Squat,Nexus Point Squat,2025-06-30,0,False,Same highest stage observed
WSP-0516E1CE19,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-02-22,1,Goblet Squat,Dumbbell Goblet Squat,2026-01-09,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-07CA7A705A,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-02-20,2,Nexus Point Squat,Barbell Front Squat,2025-06-24,0,False,Same highest stage observed
WSP-07CA7A705A,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-02-20,2,Nexus Point Squat,Nexus Point Squat,2026-01-24,0,False,Same highest stage observed
WSP-B87BAFCC35,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-02-24,2,Nexus Point Squat,Nexus Point Squat,2025-08-04,0,False,Same highest stage observed
WSP-B87BAFCC35,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-02-24,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-AB99896EAB,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-14,1,Goblet Squat,Dumbbell Goblet Squat,2026-01-16,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-60241BBEE4,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-02-28,2,Nexus Point Squat,Nexus Point Squat,2025-07-07,0,False,Same highest stage observed
WSP-60241BBEE4,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-02-28,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-6E8E6BBB0D,active,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2025-03-03,2,Nexus Point Squat,Nexus Point Squat,2025-09-01,0,False,Same highest stage observed
WSP-6E8E6BBB0D,active,12 months (300-450d),2,Nexus Point Squat,Barbell Front Squat,2025-03-03,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-4FDD7C13D8,deactivated,6 months (120-240d),1,Goblet Squat,Goblet Box Squat,2025-05-15,2,Nexus Point Squat,Barbell Front Squat,2025-08-07,1,True,Advanced: confirmed Goblet to Nexus
WSP-DABE5D39D1,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-03-10,2,Nexus Point Squat,Barbell Front Squat,2025-09-29,0,False,Same highest stage observed
WSP-DABE5D39D1,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-03-10,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-CEC0B1C391,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-03-17,2,Nexus Point Squat,Nexus Point Squat,2025-07-28,0,False,Same highest stage observed
WSP-8D049C5D56,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-03-26,2,Nexus Point Squat,Barbell Front Squat,2025-10-27,0,False,Same highest stage observed
WSP-8D049C5D56,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-03-26,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-0DCDF68B3D,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-04-03,2,Nexus Point Squat,Nexus Point Squat,2025-08-04,0,False,Same highest stage observed
WSP-0DCDF68B3D,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-04-03,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-3875A22C34,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-04-03,2,Nexus Point Squat,Nexus Point Squat,2025-08-11,0,False,Same highest stage observed
WSP-E277EBAFC9,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-04-14,2,Nexus Point Squat,Nexus Point Squat,2025-08-18,0,False,Same highest stage observed
WSP-A0012389E8,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-04-18,2,Nexus Point Squat,Barbell Front Squat,2025-08-19,0,False,Same highest stage observed
WSP-A0012389E8,deactivated,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-04-18,2,Nexus Point Squat,Nexus Point Squat,2026-02-16,0,False,Same highest stage observed
WSP-4DA4559003,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-04-21,2,Nexus Point Squat,Barbell Front Squat,2025-08-25,0,False,Same highest stage observed
WSP-6ACB58261D,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-05-24,2,Nexus Point Squat,Barbell Front Squat,2025-12-01,0,False,Same highest stage observed
WSP-3FEC7CF653,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-06-13,2,Nexus Point Squat,Barbell Front Squat,2025-10-13,0,False,Same highest stage observed
WSP-3FEC7CF653,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-06-13,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-7ED0BC043F,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-06-29,2,Nexus Point Squat,Barbell Front Squat,2025-10-30,0,False,Same highest stage observed
WSP-F770995DCA,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-06-27,2,Nexus Point Squat,Barbell Front Squat,2025-10-13,0,False,Same highest stage observed
WSP-F770995DCA,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-06-27,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-0ABE7D1E57,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-08-05,2,Nexus Point Squat,Nexus Point Squat,2026-02-09,0,False,Same highest stage observed
WSP-BBBDC805FF,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-15,2,Nexus Point Squat,Barbell Front Squat,2025-10-20,0,False,Same highest stage observed
WSP-1C37C2D63D,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-06-26,2,Nexus Point Squat,Barbell Front Squat,2025-12-01,0,False,Same highest stage observed
WSP-1C37C2D63D,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-06-26,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-C8259A3580,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-06-30,2,Nexus Point Squat,Barbell Front Squat,2025-11-10,0,False,Same highest stage observed
WSP-C8259A3580,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-06-30,2,Nexus Point Squat,Nexus Point Squat,2026-07-20,0,False,Same highest stage observed
WSP-FF8A796A6E,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-06-30,2,Nexus Point Squat,Barbell Front Squat,2025-12-15,0,False,Same highest stage observed
WSP-C76F8700A6,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-08,2,Nexus Point Squat,Barbell Front Squat,2025-11-03,0,False,Same highest stage observed
WSP-C76F8700A6,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-07-08,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-34A4EF9BDE,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-05,2,Nexus Point Squat,Barbell Front Squat,2025-11-03,0,False,Same highest stage observed
WSP-7EEF4222BA,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-16,2,Nexus Point Squat,Barbell Front Squat,2025-11-21,0,False,Same highest stage observed
WSP-3558050B40,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-15,2,Nexus Point Squat,Barbell Front Squat,2025-11-17,0,False,Same highest stage observed
WSP-3558050B40,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-07-15,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-2AED6BFC3B,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-25,2,Nexus Point Squat,Barbell Front Squat,2026-03-06,0,False,Same highest stage observed
WSP-2AED6BFC3B,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-07-25,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-AE5CD1FA15,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-22,2,Nexus Point Squat,Barbell Front Squat,2025-11-24,0,False,Same highest stage observed
WSP-6B6FB23E48,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-25,2,Nexus Point Squat,Barbell Front Squat,2025-11-24,0,False,Same highest stage observed
WSP-6B6FB23E48,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-07-25,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-6FF2BD66F6,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-07-29,2,Nexus Point Squat,Nexus Point Squat,2026-01-06,0,False,Same highest stage observed
WSP-90948F4890,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-08-02,2,Nexus Point Squat,Barbell Front Squat,2025-12-08,0,False,Same highest stage observed
WSP-35EF0D1E4B,deactivated,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2025-10-06,2,Nexus Point Squat,Nexus Point Squat,2026-03-09,0,False,Same highest stage observed
WSP-6E5A708942,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-08-14,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-6E5A708942,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-08-14,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-8651E15C95,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-08-19,1,Goblet Squat,Dumbbell Goblet Squat,2026-01-02,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-8651E15C95,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-08-19,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-BFCFDB82E1,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-03,1,Goblet Squat,Dumbbell Goblet Squat,2026-01-09,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-4B38CED5A0,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-08,1,Goblet Squat,Dumbbell Goblet Squat,2026-01-09,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-39AFF966E1,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-09,2,Nexus Point Squat,Barbell Front Squat,2026-01-10,0,False,Same highest stage observed
WSP-ADB01750B6,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-11,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-ADB01750B6,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-09-11,2,Nexus Point Squat,Nexus Point Squat,2026-07-06,0,False,Same highest stage observed
WSP-C28044FEBC,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-17,1,Goblet Squat,Dumbbell Goblet Squat,2026-01-09,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-7BE8ADD500,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-15,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-7BE8ADD500,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-09-15,1,Goblet Squat,Dumbbell Goblet Squat,2026-07-13,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-C91101A536,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-17,1,Goblet Squat,Kettlebell Goblet Squat,2026-04-07,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-A608A874FA,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-18,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-20AB5BBD04,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-22,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-4D975D7B38,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-24,1,Goblet Squat,Kettlebell Goblet Squat,2026-03-31,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-4D975D7B38,active,12 months (300-450d),2,Nexus Point Squat,Nexus Point Squat,2025-09-24,2,Nexus Point Squat,Nexus Point Squat,2026-07-20,0,False,Same highest stage observed
WSP-FFE4F951EE,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-10-02,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-490108A4DC,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-10-09,2,Nexus Point Squat,Barbell Front Squat,2026-01-20,0,False,Same highest stage observed
WSP-7AF30340EE,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-25,2,Nexus Point Squat,Barbell Front Squat,2026-03-06,0,False,Same highest stage observed
WSP-B242C627C1,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-26,2,Nexus Point Squat,Barbell Front Squat,2026-03-06,0,False,Same highest stage observed
WSP-025D1B9E8F,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-09-29,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-48D19EB402,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-10-06,2,Nexus Point Squat,Barbell Front Squat,2026-03-06,0,False,Same highest stage observed
WSP-772B007974,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-10-24,2,Nexus Point Squat,Barbell Front Squat,2026-02-27,0,False,Same highest stage observed
WSP-692D286A91,active,6 months (120-240d),1,Goblet Squat,Goblet Box Squat,2025-10-28,2,Nexus Point Squat,Nexus Point Squat,2026-04-30,1,True,Advanced: confirmed Goblet to Nexus
WSP-9F3E1B2C42,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-11-03,1,Goblet Squat,Goblet Box Squat,2026-03-02,-1,False,Only a lower stage was observed in this window; not evidence of regression
WSP-A9F42F42C7,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-11-10,2,Nexus Point Squat,Barbell Front Squat,2026-03-20,0,False,Same highest stage observed
WSP-9DBAD79491,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-11-11,2,Nexus Point Squat,Barbell Front Squat,2026-03-13,0,False,Same highest stage observed
WSP-3EF3AD1B29,deactivated,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-11-13,2,Nexus Point Squat,Barbell Front Squat,2026-03-13,0,False,Same highest stage observed
WSP-448F3A92B9,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-11-18,2,Nexus Point Squat,Barbell Front Squat,2026-03-20,0,False,Same highest stage observed
WSP-4181CABB30,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-11-25,2,Nexus Point Squat,Nexus Point Squat,2026-07-07,0,False,Same highest stage observed
WSP-8CCDDCA7F8,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-11-25,2,Nexus Point Squat,Barbell Front Squat,2026-03-27,0,False,Same highest stage observed
WSP-2E90277AF9,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2025-12-01,2,Nexus Point Squat,Barbell Front Squat,2026-03-30,0,False,Same highest stage observed
WSP-24E001627C,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2026-01-06,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-65844E9BB6,active,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2026-02-27,2,Nexus Point Squat,Nexus Point Squat,2026-07-06,0,False,Same highest stage observed
WSP-162A2FA4DA,active,6 months (120-240d),2,Nexus Point Squat,Barbell Front Squat,2026-03-06,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-AE501F0741,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2026-01-14,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-B72E4B8D85,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2026-01-20,2,Nexus Point Squat,Nexus Point Squat,2026-07-13,0,False,Same highest stage observed
WSP-DD22528242,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2026-01-24,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-1E3011EEFF,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2026-01-23,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
WSP-FBAE4B79EB,active,6 months (120-240d),2,Nexus Point Squat,Nexus Point Squat,2026-01-22,2,Nexus Point Squat,Nexus Point Squat,2026-06-29,0,False,Same highest stage observed
