participant_id,account_status,movement,source_exercise_name,horizon,best_score_kg,recorded_weight_kg,recorded_reps,result_date,days_from_first_workout,bodyweight_kg_near_result,score_to_bodyweight_ratio,standard_level,change_from_baseline_pct,standard_levels_gained
WSP-CADACEC125,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),45.5,32.5,12.0,2024-10-09,394,,,Unavailable,8.3,
WSP-CADACEC125,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),43.33,32.5,10.0,2024-05-01,233,,,Unavailable,3.2,
WSP-CADACEC125,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),42.0,30.0,12.0,2023-10-04,23,58.0,0.724,Live,,0
WSP-CADACEC125,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),76.67,57.5,10.0,2024-11-04,420,,,Unavailable,2.2,
WSP-CADACEC125,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),78.0,65.0,6.0,2024-03-01,172,,,Unavailable,4.0,
WSP-CADACEC125,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),75.0,62.5,6.0,2023-10-27,46,,,Unavailable,,
WSP-CADACEC125,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),60.0,50.0,6.0,2024-09-20,375,,,Unavailable,-5.3,
WSP-CADACEC125,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),62.33,55.0,4.0,2024-03-18,189,,,Unavailable,-1.6,
WSP-CADACEC125,deactivated,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),63.33,50.0,8.0,2023-11-06,56,,,Unavailable,,
WSP-CADACEC125,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),23.33,17.5,10.0,2024-05-01,233,,,Unavailable,0.0,
WSP-CADACEC125,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),23.33,17.5,10.0,2023-09-18,7,58.0,0.402,Live,,0
WSP-CADACEC125,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),57.0,45.0,8.0,2023-11-06,56,,,Unavailable,,
WSP-CADACEC125,deactivated,Split Squat,Barbell Split Squat,6 months (120-240d),26.67,20.0,10.0,2024-01-15,126,,,Unavailable,,
WSP-35D2B825E2,active,Bench Press,Barbell Bench Press,12 months (300-450d),40.0,30.0,10.0,2024-10-30,415,70.0,0.571,Live,8.1,
WSP-35D2B825E2,active,Bench Press,Barbell Bench Press,24 months (600-900d),41.33,40.0,1.0,2025-09-24,744,74.3,0.556,Live,11.7,
WSP-35D2B825E2,active,Bench Press,Barbell Bench Press,6 months (120-240d),36.67,27.5,10.0,2024-05-01,233,69.9,0.525,Live,-0.9,
WSP-35D2B825E2,active,Bench Press,Barbell Bench Press,Baseline (0-60d),37.0,30.0,7.0,2023-11-01,51,,,Unavailable,,
WSP-35D2B825E2,active,Bench Press,Barbell Bench Press,Beyond 24 months (901d+),40.53,32.0,8.0,2026-05-13,975,70.9,0.572,Live,9.5,
WSP-35D2B825E2,active,Deadlift,Barbell Deadlift,12 months (300-450d),66.0,55.0,6.0,2024-08-05,329,69.8,0.946,Live,0.0,
WSP-35D2B825E2,active,Deadlift,Barbell Deadlift,24 months (600-900d),77.5,75.0,1.0,2025-09-26,746,74.3,1.043,Live,17.4,
WSP-35D2B825E2,active,Deadlift,Barbell Deadlift,6 months (120-240d),62.33,55.0,4.0,2024-03-08,179,70.4,0.885,Live,-5.6,
WSP-35D2B825E2,active,Deadlift,Barbell Deadlift,Baseline (0-60d),66.0,55.0,6.0,2023-11-03,53,,,Unavailable,,
WSP-35D2B825E2,active,Deadlift,Barbell Deadlift,Beyond 24 months (901d+),80.17,65.0,7.0,2026-05-11,973,71.7,1.118,Live,21.5,
WSP-35D2B825E2,active,Farmer Walk 60s,Farmer Walk,24 months (600-900d),22.5,22.5,1.0,2025-09-24,744,74.3,0.303,Below Live,,
WSP-35D2B825E2,active,Farmer Walk 60s,Farmer Walk,Beyond 24 months (901d+),20.0,20.0,1.0,2026-03-23,924,73.0,0.274,Below Live,,
WSP-35D2B825E2,active,Lat Pulldown,Underhand Grip Lat Pulldown,24 months (600-900d),88.67,70.0,8.0,2025-05-07,604,,,Unavailable,,
WSP-35D2B825E2,active,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),48.0,40.0,6.0,2024-09-20,375,,,Unavailable,-5.3,
WSP-35D2B825E2,active,Nexus Point Squat,Nexus Point Squat,24 months (600-900d),35.0,25.0,12.0,2025-06-30,658,,,Unavailable,-30.9,
WSP-35D2B825E2,active,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),54.0,45.0,6.0,2024-02-26,168,70.7,0.764,Live,6.6,
WSP-35D2B825E2,active,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),50.67,40.0,8.0,2023-11-06,56,,,Unavailable,,
WSP-35D2B825E2,active,Nexus Point Squat,Nexus Point Squat,Beyond 24 months (901d+),52.5,37.5,12.0,2026-07-13,1036,69.5,0.755,Live,3.6,
WSP-35D2B825E2,active,Overhead Press,Barbell Overhead Press,24 months (600-900d),22.17,17.5,8.0,2025-12-17,828,74.8,0.296,Live,10.8,0
WSP-35D2B825E2,active,Overhead Press,Barbell Overhead Press,Baseline (0-60d),20.0,15.0,10.0,2023-09-11,0,70.0,0.286,Live,,0
WSP-35D2B825E2,active,Overhead Press,Barbell Overhead Press,Beyond 24 months (901d+),23.25,22.5,1.0,2026-03-25,926,73.4,0.317,Live,16.3,0
WSP-35D2B825E2,active,Romanian Deadlift,Barbell Romanian Deadlift,24 months (600-900d),78.0,65.0,6.0,2025-12-19,830,74.8,1.043,Live,36.8,
WSP-35D2B825E2,active,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),57.0,45.0,8.0,2023-11-06,56,,,Unavailable,,
WSP-35D2B825E2,active,Romanian Deadlift,Barbell Romanian Deadlift,Beyond 24 months (901d+),87.0,72.5,6.0,2026-06-12,1005,69.9,1.245,Long,52.6,
WSP-35D2B825E2,active,Split Squat,Barbell Split Squat,24 months (600-900d),31.67,25.0,8.0,2025-05-26,623,,,Unavailable,,
WSP-35D2B825E2,active,Split Squat,Barbell Split Squat,6 months (120-240d),26.67,20.0,10.0,2024-01-15,126,69.2,0.385,Unavailable,,
WSP-35D2B825E2,active,Split Squat,Barbell Split Squat,Beyond 24 months (901d+),26.67,20.0,10.0,2026-06-29,1022,69.9,0.381,Unavailable,,
WSP-E60F02FB3D,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),57.0,45.0,8.0,2024-12-18,219,,,Unavailable,5.1,
WSP-E60F02FB3D,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),54.25,52.5,1.0,2024-06-26,44,86.9,0.624,Live,,0
WSP-E60F02FB3D,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),113.67,110.0,1.0,2024-09-28,138,,,Unavailable,4.8,
WSP-E60F02FB3D,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),108.5,105.0,1.0,2024-06-24,42,86.9,1.249,Live,,0
WSP-E60F02FB3D,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),67.17,65.0,1.0,2024-09-28,138,,,Unavailable,44.4,
WSP-E60F02FB3D,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),46.5,45.0,1.0,2024-06-28,46,86.4,0.538,Live,,0
WSP-E60F02FB3D,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),26.6,21.0,8.0,2024-06-05,23,87.6,0.304,Live,,0
WSP-E60F02FB3D,deactivated,Split Squat,Barbell Split Squat,6 months (120-240d),5.6,4.0,12.0,2025-01-06,238,,,Unavailable,,
WSP-9E8022E796,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),39.0,32.5,6.0,2024-04-10,212,,,Unavailable,23.8,
WSP-9E8022E796,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),31.5,22.5,12.0,2023-09-13,2,74.0,0.426,Live,,0
WSP-9E8022E796,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),66.67,50.0,10.0,2024-01-12,123,,,Unavailable,,
WSP-9E8022E796,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),49.33,40.0,7.0,2024-03-25,196,,,Unavailable,-7.5,
WSP-9E8022E796,deactivated,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),53.33,40.0,10.0,2023-09-25,14,74.0,0.721,Live,,0
WSP-9E8022E796,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),20.0,15.0,10.0,2023-09-11,0,74.0,0.27,Live,,0
WSP-9E8022E796,deactivated,Split Squat,Barbell Split Squat,6 months (120-240d),15.2,12.0,8.0,2024-01-22,133,,,Unavailable,,
WSP-3747400FEE,active,Bench Press,Barbell Bench Press,12 months (300-450d),22.17,17.5,8.0,2024-07-10,303,67.5,0.328,Live,-7.6,0
WSP-3747400FEE,active,Bench Press,Barbell Bench Press,24 months (600-900d),20.0,15.0,10.0,2025-08-06,695,,,Unavailable,-16.7,
WSP-3747400FEE,active,Bench Press,Barbell Bench Press,6 months (120-240d),25.83,25.0,1.0,2024-03-27,198,71.0,0.364,Live,7.6,0
WSP-3747400FEE,active,Bench Press,Barbell Bench Press,Baseline (0-60d),24.0,20.0,6.0,2023-09-27,16,75.0,0.32,Live,,0
WSP-3747400FEE,active,Bench Press,Barbell Bench Press,Beyond 24 months (901d+),22.17,17.5,8.0,2026-04-22,954,,,Unavailable,-7.6,
WSP-3747400FEE,active,Deadlift,Barbell Deadlift,12 months (300-450d),54.25,52.5,1.0,2024-09-23,378,65.0,0.835,Live,,
WSP-3747400FEE,active,Deadlift,Barbell Deadlift,24 months (600-900d),44.33,35.0,8.0,2025-09-12,732,,,Unavailable,,
WSP-3747400FEE,active,Deadlift,Barbell Deadlift,6 months (120-240d),46.25,37.5,7.0,2024-03-22,193,71.0,0.651,Live,,
WSP-3747400FEE,active,Farmer Walk 60s,Farmer Walk,24 months (600-900d),12.5,12.5,,2025-07-18,676,,,Unavailable,,
WSP-3747400FEE,active,Lat Pulldown,Underhand Grip Lat Pulldown,24 months (600-900d),57.0,45.0,8.0,2025-09-15,735,,,Unavailable,,
WSP-3747400FEE,active,Lat Pulldown,Underhand Grip Lat Pulldown,Beyond 24 months (901d+),58.33,50.0,5.0,2026-03-06,907,,,Unavailable,,
WSP-3747400FEE,active,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),21.0,17.5,6.0,2024-09-27,382,65.0,0.323,Below Live,,
WSP-3747400FEE,active,Nexus Point Squat,Barbell Front Squat,24 months (600-900d),22.17,17.5,8.0,2025-06-16,644,56.5,0.392,Below Live,,
WSP-3747400FEE,active,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),24.0,20.0,6.0,2024-03-18,189,71.0,0.338,Below Live,,
WSP-3747400FEE,active,Nexus Point Squat,Barbell Front Squat,Beyond 24 months (901d+),23.25,22.5,1.0,2026-03-27,928,,,Unavailable,,
WSP-3747400FEE,active,Overhead Press,Barbell Overhead Press,Baseline (0-60d),12.67,10.0,8.0,2023-09-11,0,75.0,0.169,Below Live,,0
WSP-3747400FEE,active,Romanian Deadlift,Barbell Romanian Deadlift,24 months (600-900d),32.5,25.0,9.0,2026-02-16,889,,,Unavailable,8.3,
WSP-3747400FEE,active,Romanian Deadlift,Barbell Romanian Deadlift,6 months (120-240d),21.0,15.0,12.0,2024-04-22,224,69.0,0.304,Below Live,-30.0,0
WSP-3747400FEE,active,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),30.0,25.0,6.0,2023-11-06,56,75.0,0.4,Below Live,,0
WSP-3747400FEE,active,Romanian Deadlift,Barbell Romanian Deadlift,Beyond 24 months (901d+),36.17,35.0,1.0,2026-06-26,1019,,,Unavailable,20.6,
WSP-3747400FEE,active,Split Squat,Barbell Split Squat,24 months (600-900d),7.6,6.0,8.0,2025-06-02,630,56.5,0.135,Unavailable,,
WSP-749D8C9097,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),56.83,55.0,1.0,2024-09-25,380,81.5,0.697,Live,14.6,0
WSP-749D8C9097,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),56.83,55.0,1.0,2024-03-27,198,90.1,0.631,Live,14.6,0
WSP-749D8C9097,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),49.58,42.5,5.0,2023-11-01,51,95.8,0.518,Live,,0
WSP-749D8C9097,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),124.2,103.5,6.0,2024-11-25,441,79.4,1.564,Long,18.3,1
WSP-749D8C9097,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),120.0,90.0,10.0,2024-05-06,238,89.8,1.336,Long,14.3,1
WSP-749D8C9097,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),105.0,90.0,5.0,2023-11-03,53,95.8,1.096,Live,,0
WSP-749D8C9097,deactivated,Farmer Walk 60s,Farmer Walk,12 months (300-450d),50.0,50.0,,2024-09-10,365,82.8,0.604,Below Live,,
WSP-749D8C9097,deactivated,Lat Pulldown,Underhand Grip Lat Pulldown,12 months (300-450d),57.14,47.62,6.0,2024-07-08,301,87.7,0.652,Live,,
WSP-749D8C9097,deactivated,Lat Pulldown,Underhand Grip Lat Pulldown,6 months (120-240d),61.65,54.4,4.0,2024-02-26,168,91.2,0.676,Live,,
WSP-749D8C9097,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),82.33,65.0,8.0,2024-11-01,417,80.3,1.025,Live,14.4,0
WSP-749D8C9097,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),103.33,100.0,1.0,2024-03-25,196,90.3,1.144,Live,43.5,0
WSP-749D8C9097,deactivated,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),72.0,60.0,6.0,2023-11-06,56,95.8,0.752,Live,,0
WSP-749D8C9097,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),33.33,25.0,10.0,2024-05-01,233,89.8,0.371,Live,0.0,0
WSP-749D8C9097,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),33.33,25.0,10.0,2023-09-18,7,97.0,0.344,Live,,0
WSP-749D8C9097,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),60.0,50.0,6.0,2023-11-06,56,95.8,0.626,Live,,0
WSP-1C27F23078,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),65.98,53.5,7.0,2024-12-04,450,,,Unavailable,16.4,
WSP-1C27F23078,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),60.0,45.0,10.0,2024-02-21,163,,,Unavailable,5.9,
WSP-1C27F23078,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),56.67,42.5,10.0,2023-11-01,51,,,Unavailable,,
WSP-1C27F23078,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),97.03,76.6,8.0,2024-07-29,322,,,Unavailable,7.8,
WSP-1C27F23078,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),95.0,75.0,8.0,2024-04-29,231,,,Unavailable,5.6,
WSP-1C27F23078,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),90.0,75.0,6.0,2023-10-27,46,,,Unavailable,,
WSP-1C27F23078,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),60.0,45.0,10.0,2024-11-22,438,,,Unavailable,5.3,
WSP-1C27F23078,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),60.17,47.5,8.0,2024-02-19,161,,,Unavailable,5.6,
WSP-1C27F23078,deactivated,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),57.0,45.0,8.0,2023-10-30,49,,,Unavailable,,
WSP-1C27F23078,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),31.67,25.0,8.0,2024-05-01,233,,,Unavailable,18.8,
WSP-1C27F23078,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),26.67,20.0,10.0,2023-09-11,0,70.0,0.381,Live,,0
WSP-1C27F23078,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),63.33,50.0,8.0,2023-11-06,56,,,Unavailable,,
WSP-1C27F23078,deactivated,Split Squat,Barbell Split Squat,6 months (120-240d),33.33,25.0,10.0,2024-01-22,133,,,Unavailable,,
WSP-2B27FEB68C,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),54.25,52.5,1.0,2024-09-25,380,69.7,0.778,Long,-12.5,0
WSP-2B27FEB68C,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),54.25,52.5,1.0,2024-03-27,198,71.9,0.755,Long,-12.5,0
WSP-2B27FEB68C,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),62.0,60.0,1.0,2023-09-11,0,76.0,0.816,Long,,0
WSP-2B27FEB68C,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),102.0,85.0,6.0,2024-07-29,322,69.2,1.474,Long,3.9,0
WSP-2B27FEB68C,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),113.67,110.0,1.0,2024-03-29,200,71.9,1.581,Long,15.8,0
WSP-2B27FEB68C,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),98.17,95.0,1.0,2023-09-11,0,76.0,1.292,Long,,0
WSP-2B27FEB68C,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),57.0,47.5,6.0,2024-09-06,361,69.7,0.818,Live,-15.1,0
WSP-2B27FEB68C,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),53.83,47.5,4.0,2024-03-18,189,71.9,0.749,Live,-19.9,0
WSP-2B27FEB68C,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),67.17,65.0,1.0,2023-09-11,0,76.0,0.884,Live,,0
WSP-2B27FEB68C,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),20.0,15.0,10.0,2023-09-11,0,76.0,0.263,Live,,0
WSP-2B27FEB68C,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),57.0,45.0,8.0,2023-11-06,56,,,Unavailable,,
WSP-175A5AF798,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),26.67,20.0,10.0,2024-10-30,415,,,Unavailable,-4.8,
WSP-175A5AF798,deactivated,Bench Press,Barbell Bench Press,24 months (600-900d),26.67,20.0,10.0,2025-07-09,667,,,Unavailable,-4.8,
WSP-175A5AF798,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),28.0,20.0,12.0,2023-10-04,23,62.3,0.449,Live,,0
WSP-175A5AF798,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),63.0,45.0,12.0,2024-10-21,406,,,Unavailable,-6.2,
WSP-175A5AF798,deactivated,Deadlift,Barbell Deadlift,24 months (600-900d),56.0,40.0,12.0,2025-07-04,662,,,Unavailable,-16.6,
WSP-175A5AF798,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),67.17,65.0,1.0,2023-10-14,33,62.3,1.078,Live,,0
WSP-175A5AF798,deactivated,Lat Pulldown,Underhand Grip Lat Pulldown,24 months (600-900d),66.67,50.0,10.0,2025-05-21,618,,,Unavailable,,
WSP-175A5AF798,deactivated,Nexus Point Squat,Barbell Front Squat,24 months (600-900d),25.33,20.0,8.0,2025-06-02,630,,,Unavailable,-47.2,
WSP-175A5AF798,deactivated,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),48.0,40.0,6.0,2023-11-06,56,62.3,0.77,Live,,0
WSP-175A5AF798,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),20.0,15.0,10.0,2023-09-25,14,62.3,0.321,Live,,0
WSP-175A5AF798,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,24 months (600-900d),63.33,50.0,8.0,2025-06-13,641,,,Unavailable,11.1,
WSP-175A5AF798,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),57.0,45.0,8.0,2023-11-06,56,62.3,0.915,Live,,0
WSP-175A5AF798,deactivated,Split Squat,Barbell Split Squat,24 months (600-900d),25.33,20.0,8.0,2025-06-02,630,,,Unavailable,,
WSP-C01103FA99,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),42.0,30.0,12.0,2024-10-02,387,,,Unavailable,20.6,
WSP-C01103FA99,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),40.0,30.0,10.0,2024-05-01,233,,,Unavailable,14.8,
WSP-C01103FA99,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),34.83,27.5,8.0,2023-10-18,37,78.1,0.446,Live,,0
WSP-C01103FA99,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),96.0,80.0,6.0,2024-09-16,371,,,Unavailable,16.6,
WSP-C01103FA99,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),93.5,85.0,3.0,2024-03-15,186,,,Unavailable,13.6,
WSP-C01103FA99,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),82.33,65.0,8.0,2023-10-27,46,78.1,1.054,Live,,0
WSP-C01103FA99,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),66.0,55.0,6.0,2024-09-20,375,,,Unavailable,4.2,
WSP-C01103FA99,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),62.33,55.0,4.0,2024-03-18,189,,,Unavailable,-1.6,
WSP-C01103FA99,deactivated,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),63.33,50.0,8.0,2023-11-06,56,78.3,0.809,Live,,0
WSP-C01103FA99,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),21.58,17.5,7.0,2024-05-01,233,,,Unavailable,-9.3,
WSP-C01103FA99,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),23.8,17.0,12.0,2023-09-11,0,77.0,0.309,Live,,0
WSP-C01103FA99,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),57.0,45.0,8.0,2023-11-06,56,78.3,0.728,Live,,0
WSP-C01103FA99,deactivated,Split Squat,Barbell Split Squat,6 months (120-240d),28.0,20.0,12.0,2024-01-22,133,,,Unavailable,,
WSP-690A6927EC,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),40.0,30.0,10.0,2024-10-02,387,,,Unavailable,0.8,
WSP-690A6927EC,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),38.0,30.0,8.0,2024-05-08,240,,,Unavailable,-4.2,
WSP-690A6927EC,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),39.67,35.0,4.0,2023-10-25,44,,,Unavailable,,
WSP-690A6927EC,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),96.33,85.0,4.0,2024-09-16,371,,,Unavailable,0.0,
WSP-690A6927EC,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),100.0,75.0,10.0,2024-05-06,238,,,Unavailable,3.8,
WSP-690A6927EC,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),96.33,85.0,4.0,2023-10-27,46,,,Unavailable,,
WSP-690A6927EC,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),43.92,42.5,1.0,2024-09-24,379,,,Unavailable,4.6,
WSP-690A6927EC,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),41.17,32.5,8.0,2024-03-11,182,,,Unavailable,-2.0,
WSP-690A6927EC,deactivated,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),42.0,35.0,6.0,2023-10-30,49,,,Unavailable,,
WSP-690A6927EC,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),21.0,15.0,12.0,2024-05-01,233,,,Unavailable,-2.7,
WSP-690A6927EC,deactivated,Overhead Press,Barbell Overhead Press,Baseline (0-60d),21.58,17.5,7.0,2023-10-02,21,60.0,0.36,Live,,0
WSP-690A6927EC,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),63.33,50.0,8.0,2023-11-06,56,,,Unavailable,,
WSP-690A6927EC,deactivated,Split Squat,Barbell Split Squat,6 months (120-240d),0.0,0.0,8.0,2024-01-15,126,,,Unavailable,,
WSP-97D354E37F,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),42.0,35.0,6.0,2024-07-10,302,84.1,0.499,Live,0.0,0
WSP-97D354E37F,deactivated,Bench Press,Barbell Bench Press,24 months (600-900d),28.5,22.5,8.0,2025-08-27,715,,,Unavailable,-32.1,
WSP-97D354E37F,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),48.0,45.0,2.0,2024-03-20,190,81.7,0.588,Live,14.3,0
WSP-97D354E37F,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),42.0,35.0,6.0,2023-11-08,57,83.25,0.505,Live,,0
WSP-97D354E37F,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),72.0,60.0,6.0,2023-10-27,45,84.2,0.855,Live,,0
WSP-97D354E37F,deactivated,Farmer Walk 60s,Farmer Walk,12 months (300-450d),20.0,20.0,,2024-09-03,357,83.0,0.241,Below Live,14.3,0
WSP-97D354E37F,deactivated,Farmer Walk 60s,Farmer Walk,24 months (600-900d),20.0,20.0,,2026-02-09,881,,,Unavailable,14.3,
WSP-97D354E37F,deactivated,Farmer Walk 60s,Farmer Walk,Baseline (0-60d),17.5,17.5,,2023-10-31,49,83.0,0.211,Below Live,,0
WSP-97D354E37F,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),33.33,25.0,10.0,2024-08-30,353,83.0,0.402,Below Live,,
WSP-97D354E37F,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,24 months (600-900d),33.33,25.0,10.0,2026-02-09,881,,,Unavailable,,
WSP-9CEDFF8374,active,Bench Press,Barbell Bench Press,12 months (300-450d),38.75,37.5,1.0,2024-09-25,380,,,Unavailable,-9.2,
WSP-9CEDFF8374,active,Bench Press,Barbell Bench Press,6 months (120-240d),35.15,28.5,7.0,2024-05-01,233,,,Unavailable,-17.6,
WSP-9CEDFF8374,active,Bench Press,Barbell Bench Press,Baseline (0-60d),42.67,40.0,2.0,2023-09-11,0,122.0,0.35,Live,,0
WSP-9CEDFF8374,active,Deadlift,Barbell Deadlift,12 months (300-450d),77.0,55.0,12.0,2024-10-21,406,,,Unavailable,,
WSP-9CEDFF8374,active,Deadlift,Barbell Deadlift,6 months (120-240d),38.0,30.0,8.0,2024-03-22,193,,,Unavailable,,
WSP-9CEDFF8374,active,Deadlift,Barbell Deadlift,Beyond 24 months (901d+),46.67,35.0,10.0,2026-04-13,945,,,Unavailable,,
WSP-9CEDFF8374,active,Farmer Walk 60s,Farmer Walk,24 months (600-900d),12.5,12.5,,2026-02-09,882,,,Unavailable,,
WSP-9CEDFF8374,active,Lat Pulldown,Underhand Grip Lat Pulldown,12 months (300-450d),40.0,30.0,10.0,2024-10-28,413,,,Unavailable,,
WSP-9CEDFF8374,active,Lat Pulldown,Underhand Grip Lat Pulldown,24 months (600-900d),40.8,34.0,6.0,2025-06-30,658,,,Unavailable,,
WSP-9CEDFF8374,active,Lat Pulldown,Underhand Grip Lat Pulldown,Beyond 24 months (901d+),50.67,40.0,8.0,2026-07-20,1043,,,Unavailable,,
WSP-9CEDFF8374,active,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),21.0,15.0,12.0,2024-10-18,403,,,Unavailable,,
WSP-9CEDFF8374,active,Nexus Point Squat,Nexus Point Squat,24 months (600-900d),21.0,15.0,12.0,2025-06-30,658,,,Unavailable,,
WSP-9CEDFF8374,active,Overhead Press,Barbell Overhead Press,6 months (120-240d),19.0,15.0,8.0,2024-05-01,233,,,Unavailable,,
WSP-9CEDFF8374,active,Romanian Deadlift,Barbell Romanian Deadlift,24 months (600-900d),20.0,15.0,10.0,2026-02-09,882,,,Unavailable,,
