participant_id,account_status,movement,source_exercise_name,horizon,best_score_kg,recorded_weight_kg,recorded_reps,result_date,days_from_first_workout,bodyweight_kg_near_result,score_to_bodyweight_ratio,standard_level,change_from_baseline_pct,standard_levels_gained
WSP-C9A3080F47,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),50.67,40.0,8.0,2024-02-26,125,,,Unavailable,23.1,
WSP-C9A3080F47,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),41.17,32.5,8.0,2023-12-11,48,,,Unavailable,,
WSP-C9A3080F47,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),34.83,27.5,8.0,2023-12-11,48,,,Unavailable,,
WSP-C43D13B011,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),43.33,32.5,10.0,2024-11-06,368,,,Unavailable,6.9,
WSP-C43D13B011,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),44.33,35.0,8.0,2024-05-01,179,99.0,0.448,Live,9.4,0
WSP-C43D13B011,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),40.53,32.0,8.0,2023-11-29,25,94.6,0.428,Live,,0
WSP-C43D13B011,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),77.0,55.0,12.0,2024-10-21,352,,,Unavailable,10.5,
WSP-C43D13B011,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),83.33,62.5,10.0,2024-05-20,198,99.0,0.842,Live,19.6,0
WSP-C43D13B011,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),69.67,55.0,8.0,2023-12-22,48,104.0,0.67,Live,,0
WSP-C43D13B011,deactivated,Lat Pulldown,Underhand Grip Lat Pulldown,12 months (300-450d),114.0,90.0,8.0,2024-11-25,387,,,Unavailable,,
WSP-C43D13B011,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),38.0,30.0,8.0,2024-03-18,135,98.5,0.386,Below Live,,
WSP-C43D13B011,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),22.17,17.5,8.0,2024-05-29,207,99.0,0.224,Live,,
WSP-C43D13B011,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),50.67,40.0,8.0,2023-12-25,51,104.0,0.487,Below Live,,0
WSP-F2A879B1C6,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),35.0,25.0,12.0,2024-01-10,58,,,Unavailable,,
WSP-F2A879B1C6,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),78.0,65.0,6.0,2023-12-22,39,88.0,0.886,Live,,0
WSP-F2A879B1C6,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),42.0,30.0,12.0,2024-01-02,50,,,Unavailable,,
WSP-F2A879B1C6,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),50.67,40.0,8.0,2023-12-18,35,88.0,0.576,Below Live,,0
WSP-F2A879B1C6,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),14.0,10.0,12.0,2024-01-02,50,,,Unavailable,,
WSP-F3DDD2F754,active,Bench Press,Barbell Bench Press,12 months (300-450d),48.75,37.5,9.0,2024-11-20,376,,,Unavailable,16.1,
WSP-F3DDD2F754,active,Bench Press,Barbell Bench Press,24 months (600-900d),50.05,38.5,9.0,2025-11-19,740,,,Unavailable,19.2,
WSP-F3DDD2F754,active,Bench Press,Barbell Bench Press,6 months (120-240d),47.53,46.0,1.0,2024-06-26,229,,,Unavailable,13.2,
WSP-F3DDD2F754,active,Bench Press,Barbell Bench Press,Baseline (0-60d),42.0,35.0,6.0,2023-12-20,40,52.0,0.808,Long,,0
WSP-F3DDD2F754,active,Bench Press,Barbell Bench Press,Beyond 24 months (901d+),44.4,36.0,7.0,2026-05-13,915,,,Unavailable,5.7,
WSP-F3DDD2F754,active,Deadlift,Barbell Deadlift,12 months (300-450d),80.08,77.5,1.0,2024-09-23,318,,,Unavailable,26.4,
WSP-F3DDD2F754,active,Deadlift,Barbell Deadlift,24 months (600-900d),77.5,75.0,1.0,2025-09-26,686,,,Unavailable,22.4,
WSP-F3DDD2F754,active,Deadlift,Barbell Deadlift,6 months (120-240d),67.83,55.0,7.0,2024-06-17,220,,,Unavailable,7.1,
WSP-F3DDD2F754,active,Deadlift,Barbell Deadlift,Baseline (0-60d),63.33,50.0,8.0,2023-11-24,14,52.0,1.218,Live,,0
WSP-F3DDD2F754,active,Farmer Walk 60s,Farmer Walk,24 months (600-900d),50.0,50.0,0.0,2026-02-16,829,,,Unavailable,,
WSP-F3DDD2F754,active,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),50.05,38.5,9.0,2024-11-22,378,,,Unavailable,5.4,
WSP-F3DDD2F754,active,Nexus Point Squat,Barbell Back Squat,24 months (600-900d),54.25,52.5,1.0,2025-09-22,682,,,Unavailable,14.2,
WSP-F3DDD2F754,active,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),50.67,40.0,8.0,2024-05-31,203,,,Unavailable,6.7,
WSP-F3DDD2F754,active,Nexus Point Squat,Barbell Back Squat,Baseline (0-60d),47.5,37.5,8.0,2023-11-27,17,52.0,0.913,Live,,0
WSP-F3DDD2F754,active,Nexus Point Squat,Nexus Point Squat,Beyond 24 months (901d+),43.4,31.0,12.0,2026-07-13,976,,,Unavailable,-8.6,
WSP-F3DDD2F754,active,Overhead Press,Barbell Overhead Press,24 months (600-900d),31.0,30.0,1.0,2026-03-20,861,,,Unavailable,,
WSP-F3DDD2F754,active,Overhead Press,Barbell Overhead Press,6 months (120-240d),24.0,20.0,6.0,2024-06-19,222,,,Unavailable,,
WSP-F3DDD2F754,active,Romanian Deadlift,Barbell Romanian Deadlift,12 months (300-450d),56.0,40.0,12.0,2025-01-17,434,,,Unavailable,16.3,
WSP-F3DDD2F754,active,Romanian Deadlift,Barbell Romanian Deadlift,24 months (600-900d),69.67,55.0,8.0,2025-09-12,672,,,Unavailable,44.7,
WSP-F3DDD2F754,active,Romanian Deadlift,Barbell Romanian Deadlift,6 months (120-240d),40.0,30.0,10.0,2024-04-15,157,,,Unavailable,-16.9,
WSP-F3DDD2F754,active,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),48.13,38.0,8.0,2023-12-25,45,52.0,0.926,Live,,0
WSP-F3DDD2F754,active,Romanian Deadlift,Barbell Romanian Deadlift,Beyond 24 months (901d+),56.67,42.5,10.0,2026-07-10,973,,,Unavailable,17.7,
WSP-F3DDD2F754,active,Split Squat,Barbell Split Squat,12 months (300-450d),10.67,8.0,10.0,2025-01-27,444,,,Unavailable,-20.0,
WSP-F3DDD2F754,active,Split Squat,Barbell Split Squat,24 months (600-900d),44.33,35.0,8.0,2025-09-15,675,,,Unavailable,232.5,
WSP-F3DDD2F754,active,Split Squat,Barbell Split Squat,Baseline (0-60d),13.33,10.0,10.0,2024-01-08,59,,,Unavailable,,
WSP-F3DDD2F754,active,Split Squat,Barbell Split Squat,Beyond 24 months (901d+),34.17,25.0,11.0,2026-07-13,976,,,Unavailable,156.2,
WSP-33FE7D8280,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),24.75,22.5,3.0,2024-06-19,217,,,Unavailable,0.3,
WSP-33FE7D8280,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),24.67,20.0,7.0,2023-11-29,14,60.0,0.411,Live,,0
WSP-33FE7D8280,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),7.6,6.0,8.0,2024-05-27,194,,,Unavailable,-74.7,
WSP-33FE7D8280,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),30.0,25.0,6.0,2023-12-22,37,60.0,0.5,Live,,0
WSP-33FE7D8280,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),10.67,8.0,10.0,2024-05-17,184,,,Unavailable,,
WSP-33FE7D8280,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),6.33,5.0,8.0,2024-06-26,224,,,Unavailable,,
WSP-1A45C09BA9,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),41.33,40.0,1.0,2024-03-30,129,,,Unavailable,12.2,
WSP-1A45C09BA9,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),36.83,32.5,4.0,2023-12-20,28,61.0,0.604,Live,,0
WSP-1A45C09BA9,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),64.17,55.0,5.0,2024-04-15,145,,,Unavailable,18.8,
WSP-1A45C09BA9,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),54.0,45.0,6.0,2023-11-24,2,61.0,0.885,Live,,0
WSP-1A45C09BA9,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),33.0,27.5,6.0,2024-03-25,124,,,Unavailable,-17.5,
WSP-1A45C09BA9,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),40.0,30.0,10.0,2024-01-15,54,,,Unavailable,,
WSP-1A45C09BA9,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),20.0,15.0,10.0,2024-05-22,182,,,Unavailable,,
WSP-1A45C09BA9,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),51.0,42.5,6.0,2023-12-11,19,61.0,0.836,Live,,0
WSP-1A45C09BA9,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),26.67,20.0,10.0,2024-01-15,54,,,Unavailable,,
WSP-45C51DD4A0,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),31.67,25.0,8.0,2024-12-11,370,,,Unavailable,17.3,
WSP-45C51DD4A0,deactivated,Bench Press,Barbell Bench Press,24 months (600-900d),33.58,32.5,1.0,2025-09-24,657,,,Unavailable,24.4,
WSP-45C51DD4A0,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),30.0,25.0,6.0,2024-06-19,195,,,Unavailable,11.1,
WSP-45C51DD4A0,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),27.0,22.5,6.0,2023-12-20,13,70.0,0.386,Live,,0
WSP-45C51DD4A0,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),66.5,52.5,8.0,2024-12-16,375,,,Unavailable,5.0,
WSP-45C51DD4A0,deactivated,Deadlift,Barbell Deadlift,24 months (600-900d),67.17,65.0,1.0,2025-09-26,659,,,Unavailable,6.1,
WSP-45C51DD4A0,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),66.67,50.0,10.0,2024-04-15,130,,,Unavailable,5.3,
WSP-45C51DD4A0,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),63.33,50.0,8.0,2023-12-22,15,70.0,0.905,Live,,0
WSP-45C51DD4A0,deactivated,Farmer Walk 60s,Farmer Walk,24 months (600-900d),17.5,17.5,,2025-08-22,624,,,Unavailable,,
WSP-45C51DD4A0,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),47.5,37.5,8.0,2024-12-20,379,,,Unavailable,42.5,
WSP-45C51DD4A0,deactivated,Nexus Point Squat,Nexus Point Squat,24 months (600-900d),54.25,52.5,1.0,2025-09-22,655,,,Unavailable,62.8,
WSP-45C51DD4A0,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),51.67,50.0,1.0,2024-06-28,204,,,Unavailable,55.0,
WSP-45C51DD4A0,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),33.33,25.0,10.0,2024-02-05,60,,,Unavailable,,
WSP-45C51DD4A0,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),20.0,15.0,10.0,2024-05-01,146,,,Unavailable,,
WSP-45C51DD4A0,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,12 months (300-450d),49.0,35.0,12.0,2025-01-17,407,,,Unavailable,28.9,
WSP-45C51DD4A0,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,24 months (600-900d),49.0,35.0,12.0,2025-10-03,666,,,Unavailable,28.9,
WSP-45C51DD4A0,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),38.0,30.0,8.0,2023-12-18,11,70.0,0.543,Below Live,,0
WSP-45C51DD4A0,deactivated,Split Squat,Barbell Split Squat,12 months (300-450d),41.17,32.5,8.0,2025-02-24,445,,,Unavailable,105.8,
WSP-45C51DD4A0,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),20.0,15.0,10.0,2024-01-08,32,70.0,0.286,Unavailable,,
WSP-A16D32377E,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),34.83,27.5,8.0,2025-02-26,435,,,Unavailable,0.0,
WSP-A16D32377E,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),36.0,27.0,10.0,2024-05-15,148,81.53,0.442,Live,3.3,0
WSP-A16D32377E,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),34.83,27.5,8.0,2024-02-14,57,86.02,0.405,Live,,0
WSP-A16D32377E,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),82.33,65.0,8.0,2024-07-08,202,80.5,1.023,Live,68.0,0
WSP-A16D32377E,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),49.0,35.0,12.0,2024-01-26,38,88.21,0.555,Live,,0
WSP-A16D32377E,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),38.0,30.0,8.0,2024-12-20,367,79.6,0.477,Below Live,-18.6,-1
WSP-A16D32377E,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),50.0,37.5,10.0,2024-05-10,143,82.43,0.607,Live,7.1,0
WSP-A16D32377E,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),46.67,35.0,10.0,2024-02-12,55,86.02,0.543,Live,,0
WSP-A16D32377E,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),20.0,15.0,10.0,2024-05-01,134,82.03,0.244,Live,,
WSP-A16D32377E,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,12 months (300-450d),48.0,40.0,6.0,2025-02-14,423,,,Unavailable,,
WSP-A16D32377E,deactivated,Split Squat,Barbell Split Squat,12 months (300-450d),27.0,22.5,6.0,2025-03-03,440,,,Unavailable,35.0,
WSP-A16D32377E,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),20.0,15.0,10.0,2024-01-01,13,86.42,0.231,Unavailable,,
WSP-508B2B9083,deactivated,Bench Press,Barbell Bench Press,24 months (600-900d),30.0,25.0,6.0,2025-08-27,604,,,Unavailable,-36.0,
WSP-508B2B9083,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),40.7,37.0,3.0,2024-05-24,144,,,Unavailable,-13.2,
WSP-508B2B9083,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),46.87,37.0,8.0,2024-02-21,51,,,Unavailable,,
WSP-508B2B9083,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),83.33,62.5,10.0,2024-11-25,329,,,Unavailable,1.2,
WSP-508B2B9083,deactivated,Deadlift,Barbell Deadlift,24 months (600-900d),31.67,25.0,8.0,2025-08-29,606,,,Unavailable,-61.5,
WSP-508B2B9083,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),57.0,45.0,8.0,2024-08-12,224,,,Unavailable,-30.8,
WSP-508B2B9083,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),82.33,65.0,8.0,2024-03-01,60,,,Unavailable,,
WSP-508B2B9083,deactivated,Farmer Walk 60s,Farmer Walk,24 months (600-900d),30.0,30.0,,2025-08-29,606,,,Unavailable,,
WSP-508B2B9083,deactivated,Nexus Point Squat,Nexus Point Squat,12 months (300-450d),53.33,40.0,10.0,2024-11-08,312,,,Unavailable,14.3,
WSP-508B2B9083,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),44.33,35.0,8.0,2024-05-31,151,,,Unavailable,-5.0,
WSP-508B2B9083,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),46.67,35.0,10.0,2024-02-26,56,,,Unavailable,,
WSP-508B2B9083,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),20.0,15.0,10.0,2024-05-15,135,,,Unavailable,,
WSP-508B2B9083,deactivated,Split Squat,Barbell Split Squat,12 months (300-450d),15.2,12.0,8.0,2025-02-03,399,,,Unavailable,-1.9,
WSP-508B2B9083,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),15.5,15.0,1.0,2024-01-08,7,72.0,0.215,Unavailable,,
WSP-8CC1C48139,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),33.0,27.5,6.0,2024-07-17,191,,,Unavailable,25.0,
WSP-8CC1C48139,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),26.4,22.0,6.0,2024-03-06,58,64.1,0.412,Live,,0
WSP-8CC1C48139,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),78.0,65.0,6.0,2024-09-02,238,,,Unavailable,19.7,
WSP-8CC1C48139,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),65.17,57.5,4.0,2024-03-08,60,63.62,1.024,Live,,0
WSP-8CC1C48139,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),41.17,32.5,8.0,2024-08-30,235,,,Unavailable,71.5,
WSP-8CC1C48139,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),24.0,20.0,6.0,2024-02-26,49,65.96,0.364,Below Live,,0
WSP-8CC1C48139,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),19.0,15.0,8.0,2024-06-05,149,66.78,0.285,Live,,
WSP-8CC1C48139,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),10.13,8.0,8.0,2024-01-12,4,65.76,0.154,Below Live,,0
WSP-8CC1C48139,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),13.33,10.0,10.0,2024-01-15,7,65.56,0.203,Unavailable,,
WSP-2DD2090892,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),30.0,22.5,10.0,2024-05-22,124,,,Unavailable,-5.3,
WSP-2DD2090892,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),31.67,25.0,8.0,2024-03-06,47,49.0,0.646,Live,,0
WSP-2DD2090892,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),52.5,45.0,5.0,2024-03-15,56,49.0,1.071,Live,,0
WSP-2DD2090892,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),25.33,20.0,8.0,2024-03-18,59,49.0,0.517,Live,,0
WSP-2DD2090892,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),7.6,6.0,8.0,2024-05-22,124,,,Unavailable,,
WSP-2DD2090892,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),2.53,2.0,8.0,2024-01-22,3,48.0,0.053,Unavailable,,
WSP-E4DBF5AF4F,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),25.2,21.0,6.0,2024-03-06,54,95.4,0.264,Live,,0
WSP-E4DBF5AF4F,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),65.0,50.0,9.0,2024-05-13,122,92.3,0.704,Live,9.2,0
WSP-E4DBF5AF4F,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),59.5,52.5,4.0,2024-03-08,56,95.1,0.626,Live,,0
WSP-E4DBF5AF4F,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),19.0,15.0,8.0,2024-02-12,31,95.6,0.199,Below Live,,0
WSP-E4DBF5AF4F,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),7.2,6.0,6.0,2024-01-12,0,101.4,0.071,Below Live,,0
WSP-E4DBF5AF4F,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),16.0,12.0,10.0,2024-01-15,3,101.4,0.158,Unavailable,,
WSP-2F240CC891,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),34.83,27.5,8.0,2025-03-05,408,,,Unavailable,11.8,
WSP-2F240CC891,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),39.0,32.5,6.0,2024-07-10,170,,,Unavailable,25.1,
WSP-2F240CC891,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),31.17,27.5,4.0,2024-03-20,58,,,Unavailable,,
WSP-2F240CC891,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),93.0,90.0,1.0,2024-06-29,159,,,Unavailable,30.1,
WSP-2F240CC891,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),71.5,65.0,3.0,2024-03-22,60,,,Unavailable,,
WSP-2F240CC891,deactivated,Farmer Walk 60s,Farmer Walk,12 months (300-450d),30.0,30.0,1.0,2025-03-28,431,,,Unavailable,,
WSP-2F240CC891,deactivated,Lat Pulldown,Underhand Grip Lat Pulldown,12 months (300-450d),91.0,65.0,12.0,2025-04-02,436,,,Unavailable,,
WSP-2F240CC891,deactivated,Lat Pulldown,Underhand Grip Lat Pulldown,6 months (120-240d),101.33,80.0,8.0,2024-08-23,214,,,Unavailable,,
WSP-2F240CC891,deactivated,Nexus Point Squat,Barbell Front Squat,12 months (300-450d),33.33,25.0,10.0,2025-04-07,441,,,Unavailable,-24.8,
WSP-2F240CC891,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),62.0,60.0,1.0,2024-06-29,159,,,Unavailable,39.8,
WSP-2F240CC891,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),44.33,35.0,8.0,2024-03-18,56,,,Unavailable,,
WSP-2F240CC891,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),22.17,17.5,8.0,2024-06-12,142,,,Unavailable,,
WSP-2F240CC891,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,12 months (300-450d),77.5,75.0,1.0,2025-03-28,431,,,Unavailable,,
WSP-2F240CC891,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),7.0,5.0,12.0,2024-01-22,0,72.0,0.097,Unavailable,,
WSP-80F9D81D9C,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),3.8,3.0,8.0,2024-01-15,0,57.0,0.067,Below Live,,0
WSP-80F9D81D9C,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),7.2,6.0,6.0,2024-02-09,25,57.0,0.126,Below Live,,0
WSP-80F9D81D9C,deactivated,Split Squat,Barbell Split Squat,Baseline (0-60d),2.53,2.0,8.0,2024-01-15,0,57.0,0.044,Unavailable,,
WSP-917EBE9157,active,Bench Press,Barbell Bench Press,12 months (300-450d),25.33,20.0,8.0,2025-02-25,382,167.0,0.152,Below Live,,
WSP-917EBE9157,active,Deadlift,Barbell Deadlift,Baseline (0-60d),53.33,40.0,10.0,2024-02-23,14,150.0,0.356,Below Live,,0
WSP-917EBE9157,active,Lat Pulldown,Underhand Grip Lat Pulldown,12 months (300-450d),104.0,78.0,10.0,2025-04-22,438,,,Unavailable,,
WSP-917EBE9157,active,Lat Pulldown,Underhand Grip Lat Pulldown,24 months (600-900d),84.0,60.0,12.0,2025-10-13,612,,,Unavailable,,
WSP-917EBE9157,active,Nexus Point Squat,Barbell Back Squat,12 months (300-450d),42.0,30.0,12.0,2025-01-07,333,168.8,0.249,Below Live,89.5,0
WSP-917EBE9157,active,Nexus Point Squat,Barbell Front Squat,24 months (600-900d),57.0,45.0,8.0,2025-11-14,644,,,Unavailable,157.1,
WSP-917EBE9157,active,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),22.17,17.5,8.0,2024-02-26,17,150.0,0.148,Below Live,,0
WSP-980C323A41,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),51.0,42.5,6.0,2024-08-28,210,84.0,0.607,Live,9.1,
WSP-980C323A41,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),46.75,42.5,3.0,2024-03-20,49,,,Unavailable,,
WSP-980C323A41,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),76.0,60.0,8.0,2024-08-19,201,,,Unavailable,-13.6,
WSP-980C323A41,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),88.0,80.0,3.0,2024-03-22,51,,,Unavailable,,
WSP-980C323A41,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),53.83,42.5,8.0,2024-09-13,226,84.0,0.641,Live,-5.3,
WSP-980C323A41,deactivated,Nexus Point Squat,Nexus Point Squat,Baseline (0-60d),56.83,55.0,1.0,2024-03-25,54,,,Unavailable,,
WSP-980C323A41,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),25.33,20.0,8.0,2024-06-05,126,,,Unavailable,,
WSP-3B237C01FD,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),33.0,27.5,6.0,2024-06-05,126,,,Unavailable,25.0,
WSP-3B237C01FD,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),26.4,22.0,6.0,2024-03-06,35,78.0,0.338,Live,,0
WSP-3B237C01FD,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),54.0,45.0,6.0,2024-12-09,313,,,Unavailable,,
WSP-3B237C01FD,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),51.67,50.0,1.0,2024-09-23,236,,,Unavailable,,
WSP-3B237C01FD,deactivated,Nexus Point Squat,Barbell Front Squat,12 months (300-450d),3.5,2.5,12.0,2025-01-06,341,,,Unavailable,,
WSP-3B237C01FD,deactivated,Nexus Point Squat,Nexus Point Squat,6 months (120-240d),18.0,15.0,6.0,2024-06-07,128,,,Unavailable,,
WSP-3B237C01FD,deactivated,Overhead Press,Barbell Overhead Press,6 months (120-240d),18.0,15.0,6.0,2024-06-05,126,,,Unavailable,,
WSP-3B237C01FD,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,Baseline (0-60d),9.0,7.5,6.0,2024-02-02,2,78.0,0.115,Below Live,,0
WSP-D68795368D,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),38.0,30.0,8.0,2024-12-18,322,,,Unavailable,14.0,
WSP-D68795368D,deactivated,Bench Press,Barbell Bench Press,24 months (600-900d),38.0,30.0,8.0,2025-11-19,658,85.0,0.447,Live,14.0,0
WSP-D68795368D,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),33.33,25.0,10.0,2024-01-31,0,81.0,0.412,Live,,0
WSP-D68795368D,deactivated,Deadlift,Barbell Deadlift,Baseline (0-60d),31.67,25.0,8.0,2024-02-23,23,79.83,0.397,Below Live,,0
WSP-D68795368D,deactivated,Farmer Walk 60s,Farmer Walk,24 months (600-900d),12.5,12.5,1.0,2025-09-24,602,85.0,0.147,Below Live,,
WSP-D68795368D,deactivated,Nexus Point Squat,Barbell Back Squat,24 months (600-900d),27.5,25.0,3.0,2025-09-22,600,85.0,0.324,Below Live,,
WSP-D68795368D,deactivated,Romanian Deadlift,Barbell Romanian Deadlift,12 months (300-450d),42.0,35.0,6.0,2025-03-14,408,,,Unavailable,,
WSP-D68795368D,deactivated,Split Squat,Barbell Split Squat,24 months (600-900d),5.33,4.0,10.0,2025-09-29,607,85.0,0.063,Unavailable,,
WSP-3E3373D817,deactivated,Bench Press,Barbell Bench Press,12 months (300-450d),59.5,42.5,12.0,2025-02-13,367,71.18,0.836,Long,19.0,1
WSP-3E3373D817,deactivated,Bench Press,Barbell Bench Press,6 months (120-240d),53.33,40.0,10.0,2024-08-07,177,70.8,0.753,Long,6.7,1
WSP-3E3373D817,deactivated,Bench Press,Barbell Bench Press,Baseline (0-60d),50.0,37.5,10.0,2024-04-11,59,72.4,0.691,Live,,0
WSP-3E3373D817,deactivated,Deadlift,Barbell Deadlift,12 months (300-450d),93.33,87.5,2.0,2025-02-07,361,71.29,1.309,Long,48.1,1
WSP-3E3373D817,deactivated,Deadlift,Barbell Deadlift,6 months (120-240d),73.33,55.0,10.0,2024-06-17,126,71.9,1.02,Live,16.4,0
